file_id,reference_file_id,dataset,scenario,llm_version,run_id,branch,reference_branch,loss,lag,n,mean_loss_diff,statistic,p_value,challenger_better_than_base
Part2-AirPassengers-S4-ChalML-KimiK26-Run3,Part2-AirPassengers-S4-Base-KimiK26-Run3,AirPassengers,S4,KimiK26,3,ChalML,Base,squared_error,11,29,-197.93103448275863,-1.1512799905263653,0.249617066292929,False
Part2-IceCreamHeater-S1-ChalDL-ClaudeOpus47-Run1,Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run1,IceCreamHeater,S1,ClaudeOpus47,1,ChalDL,Base,squared_error,0,40,5529.269206997504,7.017533991571508,2.258182340680272e-12,False
Part2-IceCreamHeater-S1-ChalDL-ClaudeOpus47-Run2,Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run2,IceCreamHeater,S1,ClaudeOpus47,2,ChalDL,Base,squared_error,0,40,17613.182323205296,5.338272239919571,9.383648806848384e-08,False
Part2-IceCreamHeater-S1-ChalDL-ClaudeOpus47-Run3,Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run3,IceCreamHeater,S1,ClaudeOpus47,3,ChalDL,Base,squared_error,0,40,22854.42226756481,4.45324947652968,8.458038280481582e-06,False
Part2-IceCreamHeater-S1-ChalDL-DeepSeekV4Pro-Run2,Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run2,IceCreamHeater,S1,DeepSeekV4Pro,2,ChalDL,Base,squared_error,0,40,-62.07046893254424,-1.0539683734915606,0.29189739705523343,False
Part2-IceCreamHeater-S1-ChalDL-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S1,DeepSeekV4Pro,3,ChalDL,Base,squared_error,0,40,-60.67509371010716,-0.48021492387464276,0.631074576059145,False
Part2-IceCreamHeater-S1-ChalDL-Gemini31Pro-Run1,Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run1,IceCreamHeater,S1,Gemini31Pro,1,ChalDL,Base,squared_error,0,40,234108.2564091774,3.964209573955417,7.363953815483163e-05,False
Part2-IceCreamHeater-S1-ChalDL-Gemini31Pro-Run2,Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run2,IceCreamHeater,S1,Gemini31Pro,2,ChalDL,Base,squared_error,0,40,110.6555941800415,2.4225959982831355,0.015410053621978916,False
Part2-IceCreamHeater-S1-ChalDL-Gemini31Pro-Run3,Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run3,IceCreamHeater,S1,Gemini31Pro,3,ChalDL,Base,squared_error,0,40,234108.2564091774,3.964209573955417,7.363953815483163e-05,False
Part2-IceCreamHeater-S1-ChalDL-GPT55-Run1,Part2-IceCreamHeater-S1-Base-GPT55-Run1,IceCreamHeater,S1,GPT55,1,ChalDL,Base,squared_error,0,40,15240.493644207349,5.944260766472574,2.7770721840770053e-09,False
Part2-IceCreamHeater-S1-ChalDL-GPT55-Run2,Part2-IceCreamHeater-S1-Base-GPT55-Run2,IceCreamHeater,S1,GPT55,2,ChalDL,Base,squared_error,0,40,18.932007268053127,0.3829671782423765,0.7017441002069219,False
Part2-IceCreamHeater-S1-ChalDL-GPT55-Run3,Part2-IceCreamHeater-S1-Base-GPT55-Run3,IceCreamHeater,S1,GPT55,3,ChalDL,Base,squared_error,0,40,18.932007268053127,0.3829671782423765,0.7017441002069219,False
Part2-IceCreamHeater-S1-ChalDL-Grok43-Run1,Part2-IceCreamHeater-S1-Base-Grok43-Run1,IceCreamHeater,S1,Grok43,1,ChalDL,Base,squared_error,0,40,-14.428517376200801,-0.12586081129442941,0.8998421039835214,False
Part2-IceCreamHeater-S1-ChalDL-Grok43-Run3,Part2-IceCreamHeater-S1-Base-Grok43-Run3,IceCreamHeater,S1,Grok43,3,ChalDL,Base,squared_error,0,40,1113.1258130892313,4.157817380997681,3.2130270878262345e-05,False
Part2-IceCreamHeater-S1-ChalDL-KimiK26-Run1,Part2-IceCreamHeater-S1-Base-KimiK26-Run1,IceCreamHeater,S1,KimiK26,1,ChalDL,Base,squared_error,0,40,-9.809179410842443,-0.5651897758964696,0.5719446901114725,False
Part2-IceCreamHeater-S1-ChalDL-KimiK26-Run2,Part2-IceCreamHeater-S1-Base-KimiK26-Run2,IceCreamHeater,S1,KimiK26,2,ChalDL,Base,squared_error,0,40,2595.1493962290037,3.7383548599361456,0.00018522837682965638,False
Part2-IceCreamHeater-S1-ChalDL-KimiK26-Run3,Part2-IceCreamHeater-S1-Base-KimiK26-Run3,IceCreamHeater,S1,KimiK26,3,ChalDL,Base,squared_error,0,40,480.62211000061035,3.023161015452767,0.0025014910728427472,False
Part2-IceCreamHeater-S1-ChalML-ClaudeOpus47-Run1,Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run1,IceCreamHeater,S1,ClaudeOpus47,1,ChalML,Base,squared_error,0,40,-153.51126006358743,-1.6297621629578825,0.10315177350292565,False
Part2-IceCreamHeater-S1-ChalML-ClaudeOpus47-Run2,Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run2,IceCreamHeater,S1,ClaudeOpus47,2,ChalML,Base,squared_error,0,40,-153.51126006358743,-1.6297621629578825,0.10315177350292565,False
Part2-IceCreamHeater-S1-ChalML-ClaudeOpus47-Run3,Part2-IceCreamHeater-S1-Base-ClaudeOpus47-Run3,IceCreamHeater,S1,ClaudeOpus47,3,ChalML,Base,squared_error,0,40,-91.0629099522523,-1.0563053564779767,0.29082872955379735,False
Part2-IceCreamHeater-S1-ChalML-DeepSeekV4Pro-Run1,Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S1,DeepSeekV4Pro,1,ChalML,Base,squared_error,0,40,-153.51126006358743,-1.6297621629578825,0.10315177350292565,False
Part2-IceCreamHeater-S1-ChalML-DeepSeekV4Pro-Run2,Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run2,IceCreamHeater,S1,DeepSeekV4Pro,2,ChalML,Base,squared_error,0,40,-153.51126006358743,-1.6297621629578825,0.10315177350292565,False
Part2-IceCreamHeater-S1-ChalML-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S1-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S1,DeepSeekV4Pro,3,ChalML,Base,squared_error,0,40,195.01617589594167,1.7415974060084163,0.08157891558610457,False
Part2-IceCreamHeater-S1-ChalML-Gemini31Pro-Run1,Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run1,IceCreamHeater,S1,Gemini31Pro,1,ChalML,Base,squared_error,0,40,-134.1736016312697,-1.482545740276914,0.13819514239195474,False
Part2-IceCreamHeater-S1-ChalML-Gemini31Pro-Run2,Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run2,IceCreamHeater,S1,Gemini31Pro,2,ChalML,Base,squared_error,0,40,-134.1736016312697,-1.482545740276914,0.13819514239195474,False
Part2-IceCreamHeater-S1-ChalML-Gemini31Pro-Run3,Part2-IceCreamHeater-S1-Base-Gemini31Pro-Run3,IceCreamHeater,S1,Gemini31Pro,3,ChalML,Base,squared_error,0,40,-61.08544267029843,-0.6518439289299628,0.5145018596302848,False
Part2-IceCreamHeater-S1-ChalML-GPT55-Run1,Part2-IceCreamHeater-S1-Base-GPT55-Run1,IceCreamHeater,S1,GPT55,1,ChalML,Base,squared_error,0,40,-134.1736016312697,-1.482545740276914,0.13819514239195474,False
Part2-IceCreamHeater-S1-ChalML-GPT55-Run2,Part2-IceCreamHeater-S1-Base-GPT55-Run2,IceCreamHeater,S1,GPT55,2,ChalML,Base,squared_error,0,40,-134.1736016312697,-1.482545740276914,0.13819514239195474,False
Part2-IceCreamHeater-S1-ChalML-GPT55-Run3,Part2-IceCreamHeater-S1-Base-GPT55-Run3,IceCreamHeater,S1,GPT55,3,ChalML,Base,squared_error,0,40,-134.1736016312697,-1.482545740276914,0.13819514239195474,False
Part2-IceCreamHeater-S1-ChalML-Grok43-Run1,Part2-IceCreamHeater-S1-Base-Grok43-Run1,IceCreamHeater,S1,Grok43,1,ChalML,Base,squared_error,0,40,-134.1736016312697,-1.482545740276914,0.13819514239195474,False
Part2-IceCreamHeater-S1-ChalML-Grok43-Run2,Part2-IceCreamHeater-S1-Base-Grok43-Run2,IceCreamHeater,S1,Grok43,2,ChalML,Base,squared_error,0,40,-81.01206365317165,-0.8668191178540902,0.3860411254339743,False
Part2-IceCreamHeater-S1-ChalML-Grok43-Run3,Part2-IceCreamHeater-S1-Base-Grok43-Run3,IceCreamHeater,S1,Grok43,3,ChalML,Base,squared_error,0,40,-61.08544267029843,-0.6518439289299628,0.5145018596302848,False
Part2-IceCreamHeater-S1-ChalML-KimiK26-Run1,Part2-IceCreamHeater-S1-Base-KimiK26-Run1,IceCreamHeater,S1,KimiK26,1,ChalML,Base,squared_error,0,40,256.1098171499999,5.06889671840212,4.001282645157832e-07,False
Part2-IceCreamHeater-S1-ChalML-KimiK26-Run2,Part2-IceCreamHeater-S1-Base-KimiK26-Run2,IceCreamHeater,S1,KimiK26,2,ChalML,Base,squared_error,0,40,291.4654989999999,5.298583109947239,1.1670475395761051e-07,False
Part2-IceCreamHeater-S2-ChalDL-ClaudeOpus47-Run1,Part2-IceCreamHeater-S2-Base-ClaudeOpus47-Run1,IceCreamHeater,S2,ClaudeOpus47,1,ChalDL,Base,squared_error,0,40,1788.5333936373008,6.971391787148392,3.1382066252063318e-12,False
Part2-IceCreamHeater-S2-ChalDL-ClaudeOpus47-Run2,Part2-IceCreamHeater-S2-Base-ClaudeOpus47-Run2,IceCreamHeater,S2,ClaudeOpus47,2,ChalDL,Base,squared_error,0,40,1733.5437715519183,6.861617012330249,6.808540043161894e-12,False
Part2-IceCreamHeater-S2-ChalDL-ClaudeOpus47-Run3,Part2-IceCreamHeater-S2-Base-ClaudeOpus47-Run3,IceCreamHeater,S2,ClaudeOpus47,3,ChalDL,Base,squared_error,0,40,43.48971796995729,1.7496633262018302,0.08017642546921909,False
Part2-IceCreamHeater-S2-ChalDL-DeepSeekV4Pro-Run1,Part2-IceCreamHeater-S2-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S2,DeepSeekV4Pro,1,ChalDL,Base,squared_error,0,40,1756.647187095349,7.063899342944535,1.6189403655816416e-12,False
Part2-IceCreamHeater-S2-ChalDL-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S2-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S2,DeepSeekV4Pro,3,ChalDL,Base,squared_error,0,40,1786.4997305916513,6.865872995717911,6.608584976874165e-12,False
Part2-IceCreamHeater-S2-ChalDL-Gemini31Pro-Run1,Part2-IceCreamHeater-S2-Base-Gemini31Pro-Run1,IceCreamHeater,S2,Gemini31Pro,1,ChalDL,Base,squared_error,0,40,77.15479727376632,2.8165207590140793,0.004854690552152739,False
Part2-IceCreamHeater-S2-ChalDL-Gemini31Pro-Run2,Part2-IceCreamHeater-S2-Base-Gemini31Pro-Run2,IceCreamHeater,S2,Gemini31Pro,2,ChalDL,Base,squared_error,0,40,1842.6528312030964,7.042100745962319,1.8936282407638294e-12,False
Part2-IceCreamHeater-S2-ChalDL-Gemini31Pro-Run3,Part2-IceCreamHeater-S2-Base-Gemini31Pro-Run3,IceCreamHeater,S2,Gemini31Pro,3,ChalDL,Base,squared_error,0,40,1842.6528312030964,7.042100745962319,1.8936282407638294e-12,False
Part2-IceCreamHeater-S2-ChalDL-GPT55-Run1,Part2-IceCreamHeater-S2-Base-GPT55-Run1,IceCreamHeater,S2,GPT55,1,ChalDL,Base,squared_error,0,40,1740.893180009929,6.8901737419731495,5.572428760532466e-12,False
Part2-IceCreamHeater-S2-ChalDL-GPT55-Run2,Part2-IceCreamHeater-S2-Base-GPT55-Run2,IceCreamHeater,S2,GPT55,2,ChalDL,Base,squared_error,0,40,1740.893180009929,6.8901737419731495,5.572428760532466e-12,False
Part2-IceCreamHeater-S2-ChalDL-GPT55-Run3,Part2-IceCreamHeater-S2-Base-GPT55-Run3,IceCreamHeater,S2,GPT55,3,ChalDL,Base,squared_error,0,40,1740.893180009929,6.8901737419731495,5.572428760532466e-12,False
Part2-IceCreamHeater-S2-ChalDL-Grok43-Run2,Part2-IceCreamHeater-S2-Base-Grok43-Run2,IceCreamHeater,S2,Grok43,2,ChalDL,Base,squared_error,0,40,1756.6457551559056,7.06386974023001,1.6192854756554537e-12,False
Part2-IceCreamHeater-S2-ChalDL-Grok43-Run3,Part2-IceCreamHeater-S2-Base-Grok43-Run3,IceCreamHeater,S2,Grok43,3,ChalDL,Base,squared_error,0,40,1756.6457551559056,7.06386974023001,1.6192854756554537e-12,False
Part2-IceCreamHeater-S2-ChalDL-KimiK26-Run2,Part2-IceCreamHeater-S2-Base-KimiK26-Run2,IceCreamHeater,S2,KimiK26,2,ChalDL,Base,squared_error,0,40,-307.76972706540795,-3.8747038240594818,0.00010675445851452773,True
Part2-IceCreamHeater-S2-ChalDL-KimiK26-Run3,Part2-IceCreamHeater-S2-Base-KimiK26-Run3,IceCreamHeater,S2,KimiK26,3,ChalDL,Base,squared_error,0,40,173.2668718987517,1.7467281499345804,0.08068450500590715,False
Part2-IceCreamHeater-S2-ChalML-ClaudeOpus47-Run1,Part2-IceCreamHeater-S2-Base-ClaudeOpus47-Run1,IceCreamHeater,S2,ClaudeOpus47,1,ChalML,Base,squared_error,0,40,12.831577936325733,1.0558130257101532,0.2910536459867018,False
Part2-IceCreamHeater-S2-ChalML-ClaudeOpus47-Run2,Part2-IceCreamHeater-S2-Base-ClaudeOpus47-Run2,IceCreamHeater,S2,ClaudeOpus47,2,ChalML,Base,squared_error,0,40,14.248515150578266,1.153169745901488,0.24884071874484226,False
Part2-IceCreamHeater-S2-ChalML-ClaudeOpus47-Run3,Part2-IceCreamHeater-S2-Base-ClaudeOpus47-Run3,IceCreamHeater,S2,ClaudeOpus47,3,ChalML,Base,squared_error,0,40,12.831577936325733,1.0558130257101532,0.2910536459867018,False
Part2-IceCreamHeater-S2-ChalML-DeepSeekV4Pro-Run1,Part2-IceCreamHeater-S2-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S2,DeepSeekV4Pro,1,ChalML,Base,squared_error,0,40,14.108418487208377,1.111202065855821,0.2664813822323311,False
Part2-IceCreamHeater-S2-ChalML-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S2-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S2,DeepSeekV4Pro,3,ChalML,Base,squared_error,0,40,13.080426531439162,1.0658798186498788,0.28647797299274236,False
Part2-IceCreamHeater-S2-ChalML-Gemini31Pro-Run1,Part2-IceCreamHeater-S2-Base-Gemini31Pro-Run1,IceCreamHeater,S2,Gemini31Pro,1,ChalML,Base,squared_error,0,40,109.60801065064356,2.3138466680413283,0.02067613442626129,False
Part2-IceCreamHeater-S2-ChalML-Gemini31Pro-Run2,Part2-IceCreamHeater-S2-Base-Gemini31Pro-Run2,IceCreamHeater,S2,Gemini31Pro,2,ChalML,Base,squared_error,0,40,109.60801065064356,2.3138466680413283,0.02067613442626129,False
Part2-IceCreamHeater-S2-ChalML-Gemini31Pro-Run3,Part2-IceCreamHeater-S2-Base-Gemini31Pro-Run3,IceCreamHeater,S2,Gemini31Pro,3,ChalML,Base,squared_error,0,40,109.60801065064356,2.3138466680413283,0.02067613442626129,False
Part2-IceCreamHeater-S2-ChalML-GPT55-Run1,Part2-IceCreamHeater-S2-Base-GPT55-Run1,IceCreamHeater,S2,GPT55,1,ChalML,Base,squared_error,0,40,12.987072661154263,1.0804162818706007,0.27995684861719183,False
Part2-IceCreamHeater-S2-ChalML-GPT55-Run2,Part2-IceCreamHeater-S2-Base-GPT55-Run2,IceCreamHeater,S2,GPT55,2,ChalML,Base,squared_error,0,40,13.858136148285581,1.1066101187649997,0.26846253053070834,False
Part2-IceCreamHeater-S2-ChalML-GPT55-Run3,Part2-IceCreamHeater-S2-Base-GPT55-Run3,IceCreamHeater,S2,GPT55,3,ChalML,Base,squared_error,0,40,12.987072661154263,1.0804162818706007,0.27995684861719183,False
Part2-IceCreamHeater-S2-ChalML-Grok43-Run2,Part2-IceCreamHeater-S2-Base-Grok43-Run2,IceCreamHeater,S2,Grok43,2,ChalML,Base,squared_error,0,40,13.08043208391489,1.06588002841338,0.28647787815766523,False
Part2-IceCreamHeater-S2-ChalML-Grok43-Run3,Part2-IceCreamHeater-S2-Base-Grok43-Run3,IceCreamHeater,S2,Grok43,3,ChalML,Base,squared_error,0,40,13.080426531439162,1.0658798186498788,0.28647797299274236,False
Part2-IceCreamHeater-S2-ChalML-KimiK26-Run3,Part2-IceCreamHeater-S2-Base-KimiK26-Run3,IceCreamHeater,S2,KimiK26,3,ChalML,Base,squared_error,0,40,319.1277790000001,1.585112902141988,0.11294068466489872,False
Part2-IceCreamHeater-S3-ChalDL-ClaudeOpus47-Run2,Part2-IceCreamHeater-S3-Base-ClaudeOpus47-Run2,IceCreamHeater,S3,ClaudeOpus47,2,ChalDL,Base,squared_error,11,40,104.06171921828764,3.7646787217469564,0.00016676335800155494,False
Part2-IceCreamHeater-S3-ChalDL-DeepSeekV4Pro-Run1,Part2-IceCreamHeater-S3-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S3,DeepSeekV4Pro,1,ChalDL,Base,squared_error,11,40,1830.4651396434776,15.583285787386437,9.456624293449414e-55,False
Part2-IceCreamHeater-S3-ChalDL-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S3-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S3,DeepSeekV4Pro,3,ChalDL,Base,squared_error,11,40,1834.3149732344914,15.401162722641002,1.6075263599302915e-53,False
Part2-IceCreamHeater-S3-ChalDL-Grok43-Run1,Part2-IceCreamHeater-S3-Base-Grok43-Run1,IceCreamHeater,S3,Grok43,1,ChalDL,Base,squared_error,11,40,1915.2285127277755,15.788895723415983,3.7101819981289367e-56,False
Part2-IceCreamHeater-S3-ChalDL-Grok43-Run2,Part2-IceCreamHeater-S3-Base-Grok43-Run2,IceCreamHeater,S3,Grok43,2,ChalDL,Base,squared_error,11,40,1834.314967233123,15.401162534527819,1.6075310366734608e-53,False
Part2-IceCreamHeater-S3-ChalDL-Grok43-Run3,Part2-IceCreamHeater-S3-Base-Grok43-Run3,IceCreamHeater,S3,Grok43,3,ChalDL,Base,squared_error,11,40,1834.314967233123,15.401162534527819,1.6075310366734608e-53,False
Part2-IceCreamHeater-S3-ChalML-ClaudeOpus47-Run2,Part2-IceCreamHeater-S3-Base-ClaudeOpus47-Run2,IceCreamHeater,S3,ClaudeOpus47,2,ChalML,Base,squared_error,11,40,17.155175955327344,1.108507232885537,0.26764281718748584,False
Part2-IceCreamHeater-S3-ChalML-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S3-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S3,DeepSeekV4Pro,3,ChalML,Base,squared_error,11,40,20.08483211623053,1.310175417416425,0.1901364998330396,False
Part2-IceCreamHeater-S3-ChalML-Grok43-Run1,Part2-IceCreamHeater-S3-Base-Grok43-Run1,IceCreamHeater,S3,Grok43,1,ChalML,Base,squared_error,11,40,21.357703049242776,1.3164686868406081,0.18801678163564306,False
Part2-IceCreamHeater-S3-ChalML-Grok43-Run2,Part2-IceCreamHeater-S3-Base-Grok43-Run2,IceCreamHeater,S3,Grok43,2,ChalML,Base,squared_error,11,40,17.351342802201355,1.175781419701629,0.23968223300910363,False
Part2-IceCreamHeater-S3-ChalML-Grok43-Run3,Part2-IceCreamHeater-S3-Base-Grok43-Run3,IceCreamHeater,S3,Grok43,3,ChalML,Base,squared_error,11,40,17.351342802201355,1.175781419701629,0.23968223300910363,False
Part2-IceCreamHeater-S4-ChalDL-ClaudeOpus47-Run1,Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run1,IceCreamHeater,S4,ClaudeOpus47,1,ChalDL,Base,squared_error,11,40,-0.8047082484528019,-0.028099048132905743,0.9775831532548402,False
Part2-IceCreamHeater-S4-ChalDL-ClaudeOpus47-Run2,Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run2,IceCreamHeater,S4,ClaudeOpus47,2,ChalDL,Base,squared_error,11,40,44.105306673435265,1.0012617115930402,0.3167002985233103,False
Part2-IceCreamHeater-S4-ChalDL-ClaudeOpus47-Run3,Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run3,IceCreamHeater,S4,ClaudeOpus47,3,ChalDL,Base,squared_error,11,40,54.90987479278599,1.5669664626730673,0.11712253091421362,False
Part2-IceCreamHeater-S4-ChalDL-DeepSeekV4Pro-Run1,Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S4,DeepSeekV4Pro,1,ChalDL,Base,squared_error,11,40,-18.853705745003722,-1.168967541188591,0.24241670921034875,False
Part2-IceCreamHeater-S4-ChalDL-DeepSeekV4Pro-Run2,Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run2,IceCreamHeater,S4,DeepSeekV4Pro,2,ChalDL,Base,squared_error,11,40,-25.45089576502897,-1.1649808577366374,0.24402674138985314,False
Part2-IceCreamHeater-S4-ChalDL-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S4,DeepSeekV4Pro,3,ChalDL,Base,squared_error,11,40,3.17075536886542,0.23070847511450618,0.8175412889455398,False
Part2-IceCreamHeater-S4-ChalDL-Gemini31Pro-Run1,Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run1,IceCreamHeater,S4,Gemini31Pro,1,ChalDL,Base,squared_error,11,40,1.4733637081611135,0.05459577963968034,0.9564605011054483,False
Part2-IceCreamHeater-S4-ChalDL-Gemini31Pro-Run2,Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run2,IceCreamHeater,S4,Gemini31Pro,2,ChalDL,Base,squared_error,11,40,32.69995333244151,1.0369863744468832,0.29974220730603307,False
Part2-IceCreamHeater-S4-ChalDL-Gemini31Pro-Run3,Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run3,IceCreamHeater,S4,Gemini31Pro,3,ChalDL,Base,squared_error,11,40,44.87798025862649,1.9912463206071267,0.046453813707373275,False
Part2-IceCreamHeater-S4-ChalDL-GPT55-Run1,Part2-IceCreamHeater-S4-Base-GPT55-Run1,IceCreamHeater,S4,GPT55,1,ChalDL,Base,squared_error,11,40,1.4733637081611135,0.05459577963968034,0.9564605011054483,False
Part2-IceCreamHeater-S4-ChalDL-GPT55-Run2,Part2-IceCreamHeater-S4-Base-GPT55-Run2,IceCreamHeater,S4,GPT55,2,ChalDL,Base,squared_error,11,40,34.978046768138235,1.327521278942401,0.18433630573238102,False
Part2-IceCreamHeater-S4-ChalDL-GPT55-Run3,Part2-IceCreamHeater-S4-Base-GPT55-Run3,IceCreamHeater,S4,GPT55,3,ChalDL,Base,squared_error,11,40,1.4733637081611135,0.05459577963968034,0.9564605011054483,False
Part2-IceCreamHeater-S4-ChalDL-Grok43-Run3,Part2-IceCreamHeater-S4-Base-Grok43-Run3,IceCreamHeater,S4,Grok43,3,ChalDL,Base,squared_error,11,40,38.45395078270428,1.2426595898149624,0.21399330099858094,False
Part2-IceCreamHeater-S4-ChalDL-KimiK26-Run1,Part2-IceCreamHeater-S4-Base-KimiK26-Run1,IceCreamHeater,S4,KimiK26,1,ChalDL,Base,squared_error,11,40,-486.685895325,-5.163449162236023,2.4244044763441807e-07,True
Part2-IceCreamHeater-S4-ChalML-ClaudeOpus47-Run1,Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run1,IceCreamHeater,S4,ClaudeOpus47,1,ChalML,Base,squared_error,11,40,40.72249036868459,1.5976760340468856,0.11011509511058362,False
Part2-IceCreamHeater-S4-ChalML-ClaudeOpus47-Run2,Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run2,IceCreamHeater,S4,ClaudeOpus47,2,ChalML,Base,squared_error,11,40,40.72249036868459,1.5976760340468856,0.11011509511058362,False
Part2-IceCreamHeater-S4-ChalML-ClaudeOpus47-Run3,Part2-IceCreamHeater-S4-Base-ClaudeOpus47-Run3,IceCreamHeater,S4,ClaudeOpus47,3,ChalML,Base,squared_error,11,40,40.72249036868459,1.5976760340468856,0.11011509511058362,False
Part2-IceCreamHeater-S4-ChalML-DeepSeekV4Pro-Run1,Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run1,IceCreamHeater,S4,DeepSeekV4Pro,1,ChalML,Base,squared_error,11,40,81.46690008576438,2.8543355076303922,0.0043126958949509615,False
Part2-IceCreamHeater-S4-ChalML-DeepSeekV4Pro-Run2,Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run2,IceCreamHeater,S4,DeepSeekV4Pro,2,ChalML,Base,squared_error,11,40,79.18799606307923,2.643252303533667,0.008211382173003162,False
Part2-IceCreamHeater-S4-ChalML-DeepSeekV4Pro-Run3,Part2-IceCreamHeater-S4-Base-DeepSeekV4Pro-Run3,IceCreamHeater,S4,DeepSeekV4Pro,3,ChalML,Base,squared_error,11,40,43.004614353353986,2.016552186285023,0.04374226699990023,False
Part2-IceCreamHeater-S4-ChalML-Gemini31Pro-Run1,Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run1,IceCreamHeater,S4,Gemini31Pro,1,ChalML,Base,squared_error,11,40,89.94271137862025,2.9264793147370525,0.0034282230287820668,False
Part2-IceCreamHeater-S4-ChalML-Gemini31Pro-Run2,Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run2,IceCreamHeater,S4,Gemini31Pro,2,ChalML,Base,squared_error,11,40,87.66443073328806,2.626467656817824,0.00862761912960298,False
Part2-IceCreamHeater-S4-ChalML-Gemini31Pro-Run3,Part2-IceCreamHeater-S4-Base-Gemini31Pro-Run3,IceCreamHeater,S4,Gemini31Pro,3,ChalML,Base,squared_error,11,40,89.94271137862025,2.9264793147370525,0.0034282230287820668,False
Part2-IceCreamHeater-S4-ChalML-GPT55-Run1,Part2-IceCreamHeater-S4-Base-GPT55-Run1,IceCreamHeater,S4,GPT55,1,ChalML,Base,squared_error,11,40,43.004614353353986,2.016552186285023,0.04374226699990023,False
Part2-IceCreamHeater-S4-ChalML-GPT55-Run2,Part2-IceCreamHeater-S4-Base-GPT55-Run2,IceCreamHeater,S4,GPT55,2,ChalML,Base,squared_error,11,40,43.004614353353986,2.016552186285023,0.04374226699990023,False
Part2-IceCreamHeater-S4-ChalML-GPT55-Run3,Part2-IceCreamHeater-S4-Base-GPT55-Run3,IceCreamHeater,S4,GPT55,3,ChalML,Base,squared_error,11,40,43.004614353353986,2.016552186285023,0.04374226699990023,False
Part2-IceCreamHeater-S4-ChalML-Grok43-Run3,Part2-IceCreamHeater-S4-Base-Grok43-Run3,IceCreamHeater,S4,Grok43,3,ChalML,Base,squared_error,11,40,79.18882812915047,2.6432562852385044,0.008211285602110981,False
Part2-IceCreamHeater-S4-ChalML-KimiK26-Run1,Part2-IceCreamHeater-S4-Base-KimiK26-Run1,IceCreamHeater,S4,KimiK26,1,ChalML,Base,squared_error,11,40,38.039104675000004,1.243258654796481,0.213772534617942,False
Part2-ILINet-S1-ChalDL-ClaudeOpus47-Run1,Part2-ILINet-S1-Base-ClaudeOpus47-Run1,ILINet,S1,ClaudeOpus47,1,ChalDL,Base,squared_error,0,261,1.422872686903167,5.928316495114916,3.060561768517659e-09,False
Part2-ILINet-S1-ChalDL-ClaudeOpus47-Run2,Part2-ILINet-S1-Base-ClaudeOpus47-Run2,ILINet,S1,ClaudeOpus47,2,ChalDL,Base,squared_error,0,261,0.27015933234682077,1.250616410031711,0.2110744606181384,False
