dataset,scenario,branch,llm_version,part0_model,metric,part2_n_runs,part2_mean,part2_std,part0_value,delta_part2_minus_part0,part2_better
AirPassengers,S2,ChalML,GPT55,Naive (Flat),mase,3,1.036152668201138,0.0,2.123511755159488,-1.08735908695835,True
AirPassengers,S2,ChalML,GPT55,Naive (Flat),r2,3,0.7811750983831706,0.0,0.5486363519492873,0.23253874643388328,True
AirPassengers,S2,ChalML,GPT55,Naive (Seasonal),mae,3,30.480995967470367,0.0,41.310344827586206,-10.82934886011584,True
AirPassengers,S2,ChalML,GPT55,Naive (Seasonal),rmse,3,36.54879478523569,0.0,46.08163670464961,-9.532841919413919,True
AirPassengers,S2,ChalML,GPT55,Naive (Seasonal),smape,3,7.006263288794156,0.0,9.694491822421494,-2.6882285336273375,True
AirPassengers,S2,ChalML,GPT55,Naive (Seasonal),mase,3,1.036152668201138,0.0,1.9614241192606527,-0.9252714510595148,True
AirPassengers,S2,ChalML,GPT55,Naive (Seasonal),r2,3,0.7811750983831706,0.0,0.6521384622456794,0.12903663613749117,True
AirPassengers,S2,ChalML,GPT55,Auto-ARIMA,mae,3,30.480995967470367,0.0,15.16760177383131,15.313394193639057,False
AirPassengers,S2,ChalML,GPT55,Auto-ARIMA,rmse,3,36.54879478523569,0.0,18.93487539786001,17.61391938737568,False
AirPassengers,S2,ChalML,GPT55,Auto-ARIMA,smape,3,7.006263288794156,0.0,3.462552803992238,3.543710484801918,False
AirPassengers,S2,ChalML,GPT55,Auto-ARIMA,mase,3,1.036152668201138,0.0,0.720161017166501,0.3159916510346369,False
AirPassengers,S2,ChalML,GPT55,Auto-ARIMA,r2,3,0.7811750983831706,0.0,0.941267900739009,-0.16009280235583845,False
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Flat),mae,3,30.480995967470367,0.0,44.72413793103448,-14.24314196356411,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Flat),rmse,3,36.54879478523569,0.0,52.4913786024544,-15.942583817218704,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Flat),smape,3,7.006263288794156,0.0,10.092925118689587,-3.086661829895431,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Flat),mase,3,1.036152668201138,0.0,2.123511755159488,-1.08735908695835,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Flat),r2,3,0.7811750983831706,0.0,0.5486363519492873,0.23253874643388328,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Seasonal),mae,3,30.480995967470367,0.0,41.310344827586206,-10.82934886011584,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Seasonal),rmse,3,36.54879478523569,0.0,46.08163670464961,-9.532841919413919,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Seasonal),smape,3,7.006263288794156,0.0,9.694491822421494,-2.6882285336273375,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Seasonal),mase,3,1.036152668201138,0.0,1.9614241192606527,-0.9252714510595148,True
AirPassengers,S2,ChalML,Gemini31Pro,Naive (Seasonal),r2,3,0.7811750983831706,0.0,0.6521384622456794,0.12903663613749117,True
AirPassengers,S2,ChalML,Gemini31Pro,Auto-ARIMA,mae,3,30.480995967470367,0.0,15.16760177383131,15.313394193639057,False
AirPassengers,S2,ChalML,Gemini31Pro,Auto-ARIMA,rmse,3,36.54879478523569,0.0,18.93487539786001,17.61391938737568,False
AirPassengers,S2,ChalML,Gemini31Pro,Auto-ARIMA,smape,3,7.006263288794156,0.0,3.462552803992238,3.543710484801918,False
AirPassengers,S2,ChalML,Gemini31Pro,Auto-ARIMA,mase,3,1.036152668201138,0.0,0.720161017166501,0.3159916510346369,False
AirPassengers,S2,ChalML,Gemini31Pro,Auto-ARIMA,r2,3,0.7811750983831706,0.0,0.941267900739009,-0.16009280235583845,False
AirPassengers,S2,ChalML,Grok43,Naive (Flat),mae,3,30.480995967470367,0.0,44.72413793103448,-14.24314196356411,True
AirPassengers,S2,ChalML,Grok43,Naive (Flat),rmse,3,36.54879478523569,0.0,52.4913786024544,-15.942583817218704,True
AirPassengers,S2,ChalML,Grok43,Naive (Flat),smape,3,7.006263288794156,0.0,10.092925118689587,-3.086661829895431,True
AirPassengers,S2,ChalML,Grok43,Naive (Flat),mase,3,1.036152668201138,0.0,2.123511755159488,-1.08735908695835,True
AirPassengers,S2,ChalML,Grok43,Naive (Flat),r2,3,0.7811750983831706,0.0,0.5486363519492873,0.23253874643388328,True
AirPassengers,S2,ChalML,Grok43,Naive (Seasonal),mae,3,30.480995967470367,0.0,41.310344827586206,-10.82934886011584,True
AirPassengers,S2,ChalML,Grok43,Naive (Seasonal),rmse,3,36.54879478523569,0.0,46.08163670464961,-9.532841919413919,True
AirPassengers,S2,ChalML,Grok43,Naive (Seasonal),smape,3,7.006263288794156,0.0,9.694491822421494,-2.6882285336273375,True
AirPassengers,S2,ChalML,Grok43,Naive (Seasonal),mase,3,1.036152668201138,0.0,1.9614241192606527,-0.9252714510595148,True
AirPassengers,S2,ChalML,Grok43,Naive (Seasonal),r2,3,0.7811750983831706,0.0,0.6521384622456794,0.12903663613749117,True
AirPassengers,S2,ChalML,Grok43,Auto-ARIMA,mae,3,30.480995967470367,0.0,15.16760177383131,15.313394193639057,False
AirPassengers,S2,ChalML,Grok43,Auto-ARIMA,rmse,3,36.54879478523569,0.0,18.93487539786001,17.61391938737568,False
AirPassengers,S2,ChalML,Grok43,Auto-ARIMA,smape,3,7.006263288794156,0.0,3.462552803992238,3.543710484801918,False
AirPassengers,S2,ChalML,Grok43,Auto-ARIMA,mase,3,1.036152668201138,0.0,0.720161017166501,0.3159916510346369,False
AirPassengers,S2,ChalML,Grok43,Auto-ARIMA,r2,3,0.7811750983831706,0.0,0.941267900739009,-0.16009280235583845,False
AirPassengers,S2,ChalML,KimiK26,Naive (Flat),mae,3,31.262667951912714,1.353895591907337,44.72413793103448,-13.461469979121762,True
AirPassengers,S2,ChalML,KimiK26,Naive (Flat),rmse,3,37.794996045788615,2.1584838997340374,52.4913786024544,-14.696382556665782,True
AirPassengers,S2,ChalML,KimiK26,Naive (Flat),smape,3,7.132843792466947,0.21924386360893208,10.092925118689587,-2.9600813262226398,True
AirPassengers,S2,ChalML,KimiK26,Naive (Flat),mase,3,1.0627243561211255,0.04602351352028249,2.123511755159488,-1.0607873990383625,True
AirPassengers,S2,ChalML,KimiK26,Naive (Flat),r2,3,0.7654893715345512,0.02716847585545585,0.5486363519492873,0.21685301958526393,True
AirPassengers,S2,ChalML,KimiK26,Naive (Seasonal),mae,3,31.262667951912714,1.353895591907337,41.310344827586206,-10.047676875673492,True
AirPassengers,S2,ChalML,KimiK26,Naive (Seasonal),rmse,3,37.794996045788615,2.1584838997340374,46.08163670464961,-8.286640658860996,True
AirPassengers,S2,ChalML,KimiK26,Naive (Seasonal),smape,3,7.132843792466947,0.21924386360893208,9.694491822421494,-2.5616480299545463,True
AirPassengers,S2,ChalML,KimiK26,Naive (Seasonal),mase,3,1.0627243561211255,0.04602351352028249,1.9614241192606527,-0.8986997631395273,True
AirPassengers,S2,ChalML,KimiK26,Naive (Seasonal),r2,3,0.7654893715345512,0.02716847585545585,0.6521384622456794,0.11335090928887182,True
AirPassengers,S2,ChalML,KimiK26,Auto-ARIMA,mae,3,31.262667951912714,1.353895591907337,15.16760177383131,16.095066178081403,False
AirPassengers,S2,ChalML,KimiK26,Auto-ARIMA,rmse,3,37.794996045788615,2.1584838997340374,18.93487539786001,18.860120647928603,False
AirPassengers,S2,ChalML,KimiK26,Auto-ARIMA,smape,3,7.132843792466947,0.21924386360893208,3.462552803992238,3.6702909884747092,False
AirPassengers,S2,ChalML,KimiK26,Auto-ARIMA,mase,3,1.0627243561211255,0.04602351352028249,0.720161017166501,0.34256333895462443,False
AirPassengers,S2,ChalML,KimiK26,Auto-ARIMA,r2,3,0.7654893715345512,0.02716847585545585,0.941267900739009,-0.1757785292044578,False
AirPassengers,S3,Base,ClaudeOpus47,Naive (Flat),mae,1,13.448151334244995,,44.72413793103448,-31.27598659678948,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Flat),rmse,1,17.450215321552605,,52.4913786024544,-35.04116328090179,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Flat),smape,1,3.0743914890087334,,10.092925118689587,-7.018533629680854,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Flat),mase,1,0.4571483786888564,,2.123511755159488,-1.6663633764706316,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Flat),r2,1,0.950117041700978,,0.5486363519492873,0.4014806897516907,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Seasonal),mae,1,13.448151334244995,,41.310344827586206,-27.86219349334121,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Seasonal),rmse,1,17.450215321552605,,46.08163670464961,-28.631421383097006,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Seasonal),smape,1,3.0743914890087334,,9.694491822421494,-6.62010033341276,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Seasonal),mase,1,0.4571483786888564,,1.9614241192606527,-1.5042757405717964,True
AirPassengers,S3,Base,ClaudeOpus47,Naive (Seasonal),r2,1,0.950117041700978,,0.6521384622456794,0.2979785794552986,True
AirPassengers,S3,Base,ClaudeOpus47,Auto-ARIMA,mae,1,13.448151334244995,,15.16760177383131,-1.7194504395863142,True
AirPassengers,S3,Base,ClaudeOpus47,Auto-ARIMA,rmse,1,17.450215321552605,,18.93487539786001,-1.4846600763074065,True
AirPassengers,S3,Base,ClaudeOpus47,Auto-ARIMA,smape,1,3.0743914890087334,,3.462552803992238,-0.3881613149835048,True
AirPassengers,S3,Base,ClaudeOpus47,Auto-ARIMA,mase,1,0.4571483786888564,,0.720161017166501,-0.26301263847764467,True
AirPassengers,S3,Base,ClaudeOpus47,Auto-ARIMA,r2,1,0.950117041700978,,0.941267900739009,0.008849140961968982,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Flat),mae,2,13.008424846188102,0.0,44.72413793103448,-31.715713084846374,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Flat),rmse,2,17.23978255624867,0.0,52.4913786024544,-35.25159604620573,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Flat),smape,2,2.990891995661545,0.0,10.092925118689587,-7.102033123028042,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Flat),mase,2,0.4422005805799916,0.0,2.123511755159488,-1.6813111745794964,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Flat),r2,2,0.9513128684301208,0.0,0.5486363519492873,0.40267651648083347,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Seasonal),mae,2,13.008424846188102,0.0,41.310344827586206,-28.301919981398104,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Seasonal),rmse,2,17.23978255624867,0.0,46.08163670464961,-28.84185414840094,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Seasonal),smape,2,2.990891995661545,0.0,9.694491822421494,-6.703599826759948,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Seasonal),mase,2,0.4422005805799916,0.0,1.9614241192606527,-1.5192235386806612,True
AirPassengers,S3,Base,DeepSeekV4Pro,Naive (Seasonal),r2,2,0.9513128684301208,0.0,0.6521384622456794,0.29917440618444135,True
AirPassengers,S3,Base,DeepSeekV4Pro,Auto-ARIMA,mae,2,13.008424846188102,0.0,15.16760177383131,-2.159176927643207,True
AirPassengers,S3,Base,DeepSeekV4Pro,Auto-ARIMA,rmse,2,17.23978255624867,0.0,18.93487539786001,-1.6950928416113413,True
AirPassengers,S3,Base,DeepSeekV4Pro,Auto-ARIMA,smape,2,2.990891995661545,0.0,3.462552803992238,-0.471660808330693,True
AirPassengers,S3,Base,DeepSeekV4Pro,Auto-ARIMA,mase,2,0.4422005805799916,0.0,0.720161017166501,-0.27796043658650943,True
AirPassengers,S3,Base,DeepSeekV4Pro,Auto-ARIMA,r2,2,0.9513128684301208,0.0,0.941267900739009,0.01004496769111174,True
AirPassengers,S3,Base,GPT55,Naive (Flat),mae,3,13.30157583822603,0.25387620624945656,44.72413793103448,-31.422562092808448,True
AirPassengers,S3,Base,GPT55,Naive (Flat),rmse,3,17.380071066451293,0.12149341369454413,52.4913786024544,-35.1113075360031,True
AirPassengers,S3,Base,GPT55,Naive (Flat),smape,3,3.046558324559671,0.04820845496119667,10.092925118689587,-7.046366794129916,True
AirPassengers,S3,Base,GPT55,Naive (Flat),mase,3,0.4521657793192348,0.008630115261945265,2.123511755159488,-1.6713459758402531,True
AirPassengers,S3,Base,GPT55,Naive (Flat),r2,3,0.9505156506106922,0.0006904108839747126,0.5486363519492873,0.4018792986614049,True
AirPassengers,S3,Base,GPT55,Naive (Seasonal),mae,3,13.30157583822603,0.25387620624945656,41.310344827586206,-28.008768989360178,True
AirPassengers,S3,Base,GPT55,Naive (Seasonal),rmse,3,17.380071066451293,0.12149341369454413,46.08163670464961,-28.701565638198318,True
AirPassengers,S3,Base,GPT55,Naive (Seasonal),smape,3,3.046558324559671,0.04820845496119667,9.694491822421494,-6.647933497861823,True
AirPassengers,S3,Base,GPT55,Naive (Seasonal),mase,3,0.4521657793192348,0.008630115261945265,1.9614241192606527,-1.509258339941418,True
AirPassengers,S3,Base,GPT55,Naive (Seasonal),r2,3,0.9505156506106922,0.0006904108839747126,0.6521384622456794,0.2983771883650128,True
AirPassengers,S3,Base,GPT55,Auto-ARIMA,mae,3,13.30157583822603,0.25387620624945656,15.16760177383131,-1.866025935605279,True
AirPassengers,S3,Base,GPT55,Auto-ARIMA,rmse,3,17.380071066451293,0.12149341369454413,18.93487539786001,-1.554804331408718,True
AirPassengers,S3,Base,GPT55,Auto-ARIMA,smape,3,3.046558324559671,0.04820845496119667,3.462552803992238,-0.4159944794325674,True
AirPassengers,S3,Base,GPT55,Auto-ARIMA,mase,3,0.4521657793192348,0.008630115261945265,0.720161017166501,-0.26799523784726625,True
AirPassengers,S3,Base,GPT55,Auto-ARIMA,r2,3,0.9505156506106922,0.0006904108839747126,0.941267900739009,0.009247749871683197,True
AirPassengers,S3,Base,Grok43,Naive (Flat),mae,3,13.0084248461881,0.0,44.72413793103448,-31.715713084846378,True
AirPassengers,S3,Base,Grok43,Naive (Flat),rmse,3,17.23978255624867,0.0,52.4913786024544,-35.25159604620573,True
AirPassengers,S3,Base,Grok43,Naive (Flat),smape,3,2.990891995661545,0.0,10.092925118689587,-7.102033123028042,True
AirPassengers,S3,Base,Grok43,Naive (Flat),mase,3,0.4422005805799916,0.0,2.123511755159488,-1.6813111745794964,True
AirPassengers,S3,Base,Grok43,Naive (Flat),r2,3,0.9513128684301208,0.0,0.5486363519492873,0.40267651648083347,True
AirPassengers,S3,Base,Grok43,Naive (Seasonal),mae,3,13.0084248461881,0.0,41.310344827586206,-28.301919981398107,True
AirPassengers,S3,Base,Grok43,Naive (Seasonal),rmse,3,17.23978255624867,0.0,46.08163670464961,-28.84185414840094,True
AirPassengers,S3,Base,Grok43,Naive (Seasonal),smape,3,2.990891995661545,0.0,9.694491822421494,-6.703599826759948,True
AirPassengers,S3,Base,Grok43,Naive (Seasonal),mase,3,0.4422005805799916,0.0,1.9614241192606527,-1.5192235386806612,True
AirPassengers,S3,Base,Grok43,Naive (Seasonal),r2,3,0.9513128684301208,0.0,0.6521384622456794,0.29917440618444135,True
AirPassengers,S3,Base,Grok43,Auto-ARIMA,mae,3,13.0084248461881,0.0,15.16760177383131,-2.159176927643209,True
AirPassengers,S3,Base,Grok43,Auto-ARIMA,rmse,3,17.23978255624867,0.0,18.93487539786001,-1.6950928416113413,True
AirPassengers,S3,Base,Grok43,Auto-ARIMA,smape,3,2.990891995661545,0.0,3.462552803992238,-0.471660808330693,True
AirPassengers,S3,Base,Grok43,Auto-ARIMA,mase,3,0.4422005805799916,0.0,0.720161017166501,-0.27796043658650943,True
AirPassengers,S3,Base,Grok43,Auto-ARIMA,r2,3,0.9513128684301208,0.0,0.941267900739009,0.01004496769111174,True
AirPassengers,S3,Base,KimiK26,Naive (Flat),mae,3,75.58969611729174,45.77520165660623,44.72413793103448,30.86555818625726,False
AirPassengers,S3,Base,KimiK26,Naive (Flat),rmse,3,92.61371954804792,57.203920388562835,52.4913786024544,40.12234094559353,False
AirPassengers,S3,Base,KimiK26,Naive (Flat),smape,3,17.34762609262353,10.389333564998404,10.092925118689587,7.254700973933941,False
AirPassengers,S3,Base,KimiK26,Naive (Flat),mase,3,2.569550726099356,1.5560547097790236,2.123511755159488,0.4460389709398682,False
AirPassengers,S3,Base,KimiK26,Naive (Flat),r2,3,-0.7624448412584854,1.4536302838474588,0.5486363519492873,-1.3110811932077726,False
AirPassengers,S3,Base,KimiK26,Naive (Seasonal),mae,3,75.58969611729174,45.77520165660623,41.310344827586206,34.27935128970553,False
AirPassengers,S3,Base,KimiK26,Naive (Seasonal),rmse,3,92.61371954804792,57.203920388562835,46.08163670464961,46.532082843398314,False
AirPassengers,S3,Base,KimiK26,Naive (Seasonal),smape,3,17.34762609262353,10.389333564998404,9.694491822421494,7.653134270202035,False
AirPassengers,S3,Base,KimiK26,Naive (Seasonal),mase,3,2.569550726099356,1.5560547097790236,1.9614241192606527,0.6081266068387035,False
AirPassengers,S3,Base,KimiK26,Naive (Seasonal),r2,3,-0.7624448412584854,1.4536302838474588,0.6521384622456794,-1.4145833035041648,False
AirPassengers,S3,Base,KimiK26,Auto-ARIMA,mae,3,75.58969611729174,45.77520165660623,15.16760177383131,60.42209434346043,False
AirPassengers,S3,Base,KimiK26,Auto-ARIMA,rmse,3,92.61371954804792,57.203920388562835,18.93487539786001,73.67884415018791,False
AirPassengers,S3,Base,KimiK26,Auto-ARIMA,smape,3,17.34762609262353,10.389333564998404,3.462552803992238,13.88507328863129,False
AirPassengers,S3,Base,KimiK26,Auto-ARIMA,mase,3,2.569550726099356,1.5560547097790236,0.720161017166501,1.849389708932855,False
AirPassengers,S3,Base,KimiK26,Auto-ARIMA,r2,3,-0.7624448412584854,1.4536302838474588,0.941267900739009,-1.7037127419974945,False
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Flat),mae,3,31.73113522584411,2.3345420407551956,44.72413793103448,-12.993002705190367,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Flat),rmse,3,38.9033504314392,0.9311802534007373,52.4913786024544,-13.588028171015196,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Flat),smape,3,7.614369905333025,0.20278675445502067,10.092925118689587,-2.478555213356562,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Flat),mase,3,1.0786491512415652,0.07935901986725578,2.123511755159488,-1.0448626039179227,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Flat),r2,3,0.7519778448688674,0.011786643305921189,0.5486363519492873,0.20334149291958015,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Seasonal),mae,3,31.73113522584411,2.3345420407551956,41.310344827586206,-9.579209601742097,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Seasonal),rmse,3,38.9033504314392,0.9311802534007373,46.08163670464961,-7.178286273210411,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Seasonal),smape,3,7.614369905333025,0.20278675445502067,9.694491822421494,-2.0801219170884684,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Seasonal),mase,3,1.0786491512415652,0.07935901986725578,1.9614241192606527,-0.8827749680190875,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Naive (Seasonal),r2,3,0.7519778448688674,0.011786643305921189,0.6521384622456794,0.09983938262318803,True
AirPassengers,S3,ChalDL,ClaudeOpus47,Auto-ARIMA,mae,3,31.73113522584411,2.3345420407551956,15.16760177383131,16.5635334520128,False
AirPassengers,S3,ChalDL,ClaudeOpus47,Auto-ARIMA,rmse,3,38.9033504314392,0.9311802534007373,18.93487539786001,19.96847503357919,False
AirPassengers,S3,ChalDL,ClaudeOpus47,Auto-ARIMA,smape,3,7.614369905333025,0.20278675445502067,3.462552803992238,4.151817101340788,False
AirPassengers,S3,ChalDL,ClaudeOpus47,Auto-ARIMA,mase,3,1.0786491512415652,0.07935901986725578,0.720161017166501,0.3584881340750642,False
AirPassengers,S3,ChalDL,ClaudeOpus47,Auto-ARIMA,r2,3,0.7519778448688674,0.011786643305921189,0.941267900739009,-0.18929005587014158,False
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Flat),mae,1,33.18132275862069,,44.72413793103448,-11.542815172413789,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Flat),rmse,1,40.82995663823232,,52.4913786024544,-11.661421964222079,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Flat),smape,1,8.24918907967349,,10.092925118689587,-1.8437360390160968,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Flat),mase,1,1.1279459551610334,,2.123511755159488,-0.9955657999984546,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Flat),r2,1,0.7269083267717757,,0.5486363519492873,0.17827197482248847,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Seasonal),mae,1,33.18132275862069,,41.310344827586206,-8.129022068965519,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Seasonal),rmse,1,40.82995663823232,,46.08163670464961,-5.251680066417293,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Seasonal),smape,1,8.24918907967349,,9.694491822421494,-1.4453027427480034,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Seasonal),mase,1,1.1279459551610334,,1.9614241192606527,-0.8334781640996194,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Naive (Seasonal),r2,1,0.7269083267717757,,0.6521384622456794,0.07476986452609635,True
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Auto-ARIMA,mae,1,33.18132275862069,,15.16760177383131,18.01372098478938,False
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Auto-ARIMA,rmse,1,40.82995663823232,,18.93487539786001,21.895081240372306,False
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Auto-ARIMA,smape,1,8.24918907967349,,3.462552803992238,4.786636275681252,False
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Auto-ARIMA,mase,1,1.1279459551610334,,0.720161017166501,0.4077849379945323,False
AirPassengers,S3,ChalDL,DeepSeekV4Pro,Auto-ARIMA,r2,1,0.7269083267717757,,0.941267900739009,-0.21435957396723326,False
AirPassengers,S3,ChalDL,GPT55,Naive (Flat),mae,3,44.82201692891217,3.1589329551243135,44.72413793103448,0.09787899787769305,False
AirPassengers,S3,ChalDL,GPT55,Naive (Flat),rmse,3,54.63741981491896,3.7177099827399367,52.4913786024544,2.14604121246456,False
AirPassengers,S3,ChalDL,GPT55,Naive (Flat),smape,3,10.128018003551453,0.6868894816224961,10.092925118689587,0.035092884861866125,False
AirPassengers,S3,ChalDL,GPT55,Naive (Flat),mase,3,1.523652720685793,0.10738286943161891,2.123511755159488,-0.5998590344736949,True
AirPassengers,S3,ChalDL,GPT55,Naive (Flat),r2,3,0.5094656651846484,0.06524253440997024,0.5486363519492873,-0.03917068676463886,False
AirPassengers,S3,ChalDL,GPT55,Naive (Seasonal),mae,3,44.82201692891217,3.1589329551243135,41.310344827586206,3.5116721013259635,False
AirPassengers,S3,ChalDL,GPT55,Naive (Seasonal),rmse,3,54.63741981491896,3.7177099827399367,46.08163670464961,8.555783110269346,False
AirPassengers,S3,ChalDL,GPT55,Naive (Seasonal),smape,3,10.128018003551453,0.6868894816224961,9.694491822421494,0.43352618112995955,False
AirPassengers,S3,ChalDL,GPT55,Naive (Seasonal),mase,3,1.523652720685793,0.10738286943161891,1.9614241192606527,-0.4377713985748597,True
AirPassengers,S3,ChalDL,GPT55,Naive (Seasonal),r2,3,0.5094656651846484,0.06524253440997024,0.6521384622456794,-0.14267279706103098,False
AirPassengers,S3,ChalDL,GPT55,Auto-ARIMA,mae,3,44.82201692891217,3.1589329551243135,15.16760177383131,29.654415155080862,False
AirPassengers,S3,ChalDL,GPT55,Auto-ARIMA,rmse,3,54.63741981491896,3.7177099827399367,18.93487539786001,35.702544417058945,False
AirPassengers,S3,ChalDL,GPT55,Auto-ARIMA,smape,3,10.128018003551453,0.6868894816224961,3.462552803992238,6.665465199559215,False
AirPassengers,S3,ChalDL,GPT55,Auto-ARIMA,mase,3,1.523652720685793,0.10738286943161891,0.720161017166501,0.803491703519292,False
AirPassengers,S3,ChalDL,GPT55,Auto-ARIMA,r2,3,0.5094656651846484,0.06524253440997024,0.941267900739009,-0.4318022355543606,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Flat),mae,2,47.26616004778825,4.895453579025429,44.72413793103448,2.5420221167537704,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Flat),rmse,2,56.660403368322804,10.11315987061905,52.4913786024544,4.169024765868407,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Flat),smape,2,10.783192921448093,1.0727930484740993,10.092925118689587,0.6902678027585054,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Flat),mase,2,1.6067374537696995,0.16641310846192026,2.123511755159488,-0.5167743013897885,True
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Flat),r2,2,0.46571468405678695,0.18773582318684393,0.5486363519492873,-0.08292166789250033,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Seasonal),mae,2,47.26616004778825,4.895453579025429,41.310344827586206,5.955815220202041,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Seasonal),rmse,2,56.660403368322804,10.11315987061905,46.08163670464961,10.578766663673193,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Seasonal),smape,2,10.783192921448093,1.0727930484740993,9.694491822421494,1.0887010990265988,False
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Seasonal),mase,2,1.6067374537696995,0.16641310846192026,1.9614241192606527,-0.3546866654909533,True
AirPassengers,S3,ChalDL,Gemini31Pro,Naive (Seasonal),r2,2,0.46571468405678695,0.18773582318684393,0.6521384622456794,-0.18642377818889244,False
AirPassengers,S3,ChalDL,Gemini31Pro,Auto-ARIMA,mae,2,47.26616004778825,4.895453579025429,15.16760177383131,32.09855827395694,False
AirPassengers,S3,ChalDL,Gemini31Pro,Auto-ARIMA,rmse,2,56.660403368322804,10.11315987061905,18.93487539786001,37.72552797046279,False
AirPassengers,S3,ChalDL,Gemini31Pro,Auto-ARIMA,smape,2,10.783192921448093,1.0727930484740993,3.462552803992238,7.320640117455854,False
AirPassengers,S3,ChalDL,Gemini31Pro,Auto-ARIMA,mase,2,1.6067374537696995,0.16641310846192026,0.720161017166501,0.8865764366031984,False
AirPassengers,S3,ChalDL,Gemini31Pro,Auto-ARIMA,r2,2,0.46571468405678695,0.18773582318684393,0.941267900739009,-0.47555321668222206,False
AirPassengers,S3,ChalDL,Grok43,Naive (Flat),mae,3,51.622233072916664,6.989686792420343,44.72413793103448,6.898095141882187,False
AirPassengers,S3,ChalDL,Grok43,Naive (Flat),rmse,3,63.60887057614358,9.60966212546131,52.4913786024544,11.117491973689184,False
AirPassengers,S3,ChalDL,Grok43,Naive (Flat),smape,3,11.633729878304218,1.388429144143748,10.092925118689587,1.5408047596146304,False
AirPassengers,S3,ChalDL,Grok43,Naive (Flat),mase,3,1.7548151836668042,0.23760321439580706,2.123511755159488,-0.36869657149268376,True
AirPassengers,S3,ChalDL,Grok43,Naive (Flat),r2,3,0.32710968067341634,0.20782009110991548,0.5486363519492873,-0.22152667127587095,False
AirPassengers,S3,ChalDL,Grok43,Naive (Seasonal),mae,3,51.622233072916664,6.989686792420343,41.310344827586206,10.311888245330458,False
