DATE,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,actual,forecast
2022-02-20,1.48974,1.37013,6915,4640.0,,8497,2080.0,1798,23930,3545,1746548,1.48974,3.8146823610275566
2022-02-27,1.46266,1.369,7065,4638.0,,8336,1814.0,1767,23620,3546,1725348,1.46266,3.4410452900428026
2022-03-06,1.58728,1.42265,7422,5004.0,,9827,1862.0,1674,25789,3541,1812738,1.58728,3.4598763986484395
2022-03-13,1.70339,1.54633,8209,5054.0,,11091,1949.0,1770,28073,3563,1815454,1.70339,3.1386466256226533
2022-03-20,1.83335,1.6781,9041,5909.0,,12118,2199.0,2075,31342,3535,1867703,1.83335,2.971434564896658
2022-03-27,1.87057,1.73106,9306,5974.0,,12647,2337.0,2169,32433,3531,1873589,1.87057,2.7309844728110604
2022-04-03,1.97612,1.85385,9612,6754.0,,13658,2382.0,2405,34811,3518,1877763,1.97612,2.414370350065496
2022-04-10,2.07126,1.99356,10560,7268.0,,15181,2571.0,2548,38128,3526,1912563,2.07126,2.199097477405885
2022-04-17,2.16302,2.12932,11334,7834.0,,16092,2865.0,2828,40953,3518,1923288,2.16302,2.0538864733640696
2022-04-24,2.20418,2.1826,11732,8310.0,,15745,3170.0,3115,42072,3530,1927606,2.20418,1.935993290009822
2022-05-01,2.24681,2.21199,12656,8682.0,,16956,3350.0,3336,44980,3520,2033467,2.24681,1.8149489745733207
2022-05-08,2.3613,2.41398,12834,9398.0,,18627,3607.0,3321,47787,3442,1979594,2.3613,1.714219777894306
2022-05-15,2.48314,2.58986,14818,10334.0,,20490,3886.0,3852,53380,3465,2061117,2.48314,1.676029135239995
2022-05-22,2.45354,2.60388,15053,10453.0,,20742,3980.0,3834,54062,3449,2076213,2.45354,1.598695820266262
2022-05-29,2.39624,2.64837,15267,10405.0,,20530,4075.0,3715,53992,3409,2038685,2.39624,1.5398691911664355
2022-06-05,2.4335,2.6443,15815,10585.0,,17513,4063.0,3903,51879,3381,1961919,2.4335,1.463442857631926
2022-06-12,2.16334,2.29319,14154,9654.0,,13726,3941.0,3765,45240,3373,1972798,2.16334,1.3744430237617955
2022-06-19,1.98842,2.07391,12858,8941.0,,11205,3665.0,3581,40250,3335,1940774,1.98842,1.3351013872147053
2022-06-26,1.87678,1.91799,11865,8676.0,,9933,3736.0,3620,37830,3387,1972377,1.87678,1.3152365001529338
2022-07-03,1.80274,1.80161,11066,8006.0,,8513,3524.0,3461,34570,3267,1918841,1.80274,1.257381630962371
2022-07-10,1.81978,1.79341,10585,8382.0,,8593,3699.0,3736,34995,3379,1951308,1.81978,1.20192868558341
2022-07-17,1.67886,1.66862,9525,8324.0,,8111,3546.0,3505,33011,3346,1978336,1.67886,1.1768128469104933
2022-07-24,1.65939,1.64675,9361,8219.0,,8116,3485.0,3432,32613,3348,1980449,1.65939,1.1748525082242796
2022-07-31,1.67083,1.64792,9153,8056.0,,7859,3485.0,3487,32040,3323,1944269,1.67083,1.1637259628613976
2022-08-07,1.52259,1.51365,8661,7297.0,,7477,3105.0,3107,29647,3346,1958644,1.52259,1.1610883916304302
2022-08-14,1.50755,1.51374,8392,6892.0,,7907,2828.0,2904,28923,3285,1910699,1.50755,1.197504718359599
2022-08-21,1.60507,1.6191,9479,6659.0,,9934,2819.0,2681,31572,3329,1949974,1.60507,1.310633679128438
2022-08-28,1.83793,1.80999,10793,7079.0,,12593,2730.0,2593,35788,3318,1977251,1.83793,1.427599409857417
2022-09-04,1.96433,1.89497,11526,6987.0,,13893,2671.0,2452,37529,3299,1980457,1.96433,1.48750752681374
2022-09-11,2.02422,1.94821,12548,6978.0,,13475,2701.0,2632,38334,3324,1967653,2.02422,1.5442065204778714
2022-09-18,2.03228,1.97359,13386,6709.0,,14467,2599.0,2435,39596,3316,2006289,2.03228,1.5799645895276346
2022-09-25,2.28328,2.20031,15904,6877.0,,16571,2633.0,2473,44458,3329,2020531,2.28328,1.6509778831751614
2022-10-02,2.36912,2.30242,16977,6869.0,,16622,2764.0,2633,45865,3335,1992031,2.36912,1.7127629776452982
2022-10-09,2.56561,2.5608,17521,10009.0,,18196,3716.0,3458,52900,3356,2065759,2.56561,1.7946032185085463
