DATE,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS,actual,forecast
2022-02-20,1.48974,1.37013,6915,4640.0,,8497,2080.0,1798,23930,3545,1746548,1.48974,1.0273680686950684
2022-02-27,1.46266,1.369,7065,4638.0,,8336,1814.0,1767,23620,3546,1725348,1.46266,1.052078366279602
2022-03-06,1.58728,1.42265,7422,5004.0,,9827,1862.0,1674,25789,3541,1812738,1.58728,0.8274210095405579
2022-03-13,1.70339,1.54633,8209,5054.0,,11091,1949.0,1770,28073,3563,1815454,1.70339,0.8789566159248352
2022-03-20,1.83335,1.6781,9041,5909.0,,12118,2199.0,2075,31342,3535,1867703,1.83335,0.8077647089958191
2022-03-27,1.87057,1.73106,9306,5974.0,,12647,2337.0,2169,32433,3531,1873589,1.87057,0.8147432804107666
2022-04-03,1.97612,1.85385,9612,6754.0,,13658,2382.0,2405,34811,3518,1877763,1.97612,0.7980499863624573
2022-04-10,2.07126,1.99356,10560,7268.0,,15181,2571.0,2548,38128,3526,1912563,2.07126,0.6051492691040039
2022-04-17,2.16302,2.12932,11334,7834.0,,16092,2865.0,2828,40953,3518,1923288,2.16302,0.7206277847290039
2022-04-24,2.20418,2.1826,11732,8310.0,,15745,3170.0,3115,42072,3530,1927606,2.20418,0.7878237366676331
2022-05-01,2.24681,2.21199,12656,8682.0,,16956,3350.0,3336,44980,3520,2033467,2.24681,0.8402632474899292
2022-05-08,2.3613,2.41398,12834,9398.0,,18627,3607.0,3321,47787,3442,1979594,2.3613,0.6676379442214966
2022-05-15,2.48314,2.58986,14818,10334.0,,20490,3886.0,3852,53380,3465,2061117,2.48314,0.9303128719329834
2022-05-22,2.45354,2.60388,15053,10453.0,,20742,3980.0,3834,54062,3449,2076213,2.45354,0.9441942572593688
2022-05-29,2.39624,2.64837,15267,10405.0,,20530,4075.0,3715,53992,3409,2038685,2.39624,0.8455467820167542
2022-06-05,2.4335,2.6443,15815,10585.0,,17513,4063.0,3903,51879,3381,1961919,2.4335,0.9008061289787292
2022-06-12,2.16334,2.29319,14154,9654.0,,13726,3941.0,3765,45240,3373,1972798,2.16334,1.0196797847747805
2022-06-19,1.98842,2.07391,12858,8941.0,,11205,3665.0,3581,40250,3335,1940774,1.98842,0.9901246428489684
2022-06-26,1.87678,1.91799,11865,8676.0,,9933,3736.0,3620,37830,3387,1972377,1.87678,0.959029734134674
2022-07-03,1.80274,1.80161,11066,8006.0,,8513,3524.0,3461,34570,3267,1918841,1.80274,1.1752963066101074
2022-07-10,1.81978,1.79341,10585,8382.0,,8593,3699.0,3736,34995,3379,1951308,1.81978,1.223982572555542
2022-07-17,1.67886,1.66862,9525,8324.0,,8111,3546.0,3505,33011,3346,1978336,1.67886,1.2529659271240234
2022-07-24,1.65939,1.64675,9361,8219.0,,8116,3485.0,3432,32613,3348,1980449,1.65939,1.3410258293151855
2022-07-31,1.67083,1.64792,9153,8056.0,,7859,3485.0,3487,32040,3323,1944269,1.67083,1.5753931999206543
2022-08-07,1.52259,1.51365,8661,7297.0,,7477,3105.0,3107,29647,3346,1958644,1.52259,1.5835540294647217
2022-08-14,1.50755,1.51374,8392,6892.0,,7907,2828.0,2904,28923,3285,1910699,1.50755,1.6478854417800903
2022-08-21,1.60507,1.6191,9479,6659.0,,9934,2819.0,2681,31572,3329,1949974,1.60507,1.878688097000122
2022-08-28,1.83793,1.80999,10793,7079.0,,12593,2730.0,2593,35788,3318,1977251,1.83793,2.111452102661133
2022-09-04,1.96433,1.89497,11526,6987.0,,13893,2671.0,2452,37529,3299,1980457,1.96433,2.38810658454895
2022-09-11,2.02422,1.94821,12548,6978.0,,13475,2701.0,2632,38334,3324,1967653,2.02422,2.614293098449707
2022-09-18,2.03228,1.97359,13386,6709.0,,14467,2599.0,2435,39596,3316,2006289,2.03228,2.8987090587615967
2022-09-25,2.28328,2.20031,15904,6877.0,,16571,2633.0,2473,44458,3329,2020531,2.28328,3.183507442474365
2022-10-02,2.36912,2.30242,16977,6869.0,,16622,2764.0,2633,45865,3335,1992031,2.36912,3.494303703308105
2022-10-09,2.56561,2.5608,17521,10009.0,,18196,3716.0,3458,52900,3356,2065759,2.56561,2.192991256713867
